"Date","Price","Open","High","Low","Change %"
"Jul 18, 2013","8.335","8.335","8.335","8.335","-0.82%"
"Jul 17, 2013","8.404","8.404","8.404","8.404","0.00%"
"Jul 16, 2013","8.404","8.404","8.404","8.404","7.84%"
"Jul 15, 2013","7.793","7.793","7.793","7.793","-0.24%"
"Jul 12, 2013","7.812","7.812","7.812","7.812","1.01%"
"Jul 11, 2013","7.734","7.734","7.734","7.734","-0.82%"
"Jul 10, 2013","7.798","7.798","7.798","7.798","-0.24%"
"Jul 09, 2013","7.817","7.817","7.817","7.817","-0.59%"
"Jul 08, 2013","7.863","7.863","7.863","7.863","0.83%"
"Jul 05, 2013","7.798","7.798","7.798","7.798","0.84%"
"Jul 04, 2013","7.733","7.733","7.733","7.733","-0.99%"
"Jul 03, 2013","7.810","7.810","7.810","7.810","0.59%"
"Jul 02, 2013","7.764","7.764","7.764","7.764","0.41%"
"Jul 01, 2013","7.732","7.732","7.732","7.732","0.22%"
"Jun 28, 2013","7.715","7.715","7.715","7.715","-1.44%"
"Jun 27, 2013","7.828","7.828","7.828","7.828","0.09%"
"Jun 26, 2013","7.821","7.821","7.821","7.821","1.33%"
"Jun 25, 2013","7.718","7.718","7.718","7.718","-0.17%"
"Jun 24, 2013","7.731","7.731","7.731","7.731","-1.30%"
"Jun 23, 2013","7.833","7.833","7.833","7.833","0.00%"
"Jun 21, 2013","7.833","7.833","7.833","7.833","0.00%"
"Jun 20, 2013","7.833","7.833","7.833","7.833","2.35%"
"Jun 19, 2013","7.653","7.653","7.653","7.653","-0.17%"
"Jun 18, 2013","7.666","7.666","7.666","7.666","0.34%"
"Jun 17, 2013","7.640","7.640","7.640","7.640","-0.33%"
"Jun 16, 2013","7.665","7.665","7.665","7.665","0.00%"
"Jun 14, 2013","7.665","7.665","7.665","7.665","-0.25%"
"Jun 13, 2013","7.684","7.684","7.684","7.684","0.42%"
"Jun 12, 2013","7.652","7.652","7.652","7.652","-0.16%"
"Jun 11, 2013","7.664","7.664","7.664","7.664","0.83%"
"Jun 10, 2013","7.601","7.601","7.601","7.601","0.84%"
"Jun 08, 2013","7.538","7.538","7.538","7.538","0.00%"
"Jun 07, 2013","7.538","7.538","7.538","7.538","0.25%"
"Jun 06, 2013","7.519","7.519","7.519","7.519","0.09%"
"Jun 05, 2013","7.512","7.512","7.512","7.512","0.32%"
"Jun 04, 2013","7.488","7.488","7.488","7.488","-0.73%"
"Jun 03, 2013","7.543","7.543","7.543","7.543","0.61%"
"May 31, 2013","7.497","7.497","7.497","7.497","-0.27%"
"May 30, 2013","7.517","7.517","7.517","7.517","0.74%"
"May 29, 2013","7.462","7.462","7.462","7.462","0.43%"
"May 28, 2013","7.430","7.430","7.430","7.430","0.30%"
"May 27, 2013","7.408","7.408","7.408","7.408","-0.15%"
"May 25, 2013","7.419","7.419","7.419","7.419","0.00%"
"May 24, 2013","7.419","7.419","7.419","7.419","-0.22%"
"May 23, 2013","7.435","7.435","7.435","7.435","0.07%"
"May 22, 2013","7.430","7.430","7.430","7.430","-0.08%"
"May 21, 2013","7.436","7.436","7.436","7.436","0.23%"
"May 20, 2013","7.419","7.419","7.419","7.419","-0.82%"
"May 17, 2013","7.480","7.480","7.480","7.480","0.08%"
"May 16, 2013","7.474","7.474","7.474","7.474","-0.73%"
"May 15, 2013","7.529","7.529","7.529","7.529","-0.66%"
"May 14, 2013","7.579","7.579","7.579","7.579","-1.16%"
"May 13, 2013","7.668","7.668","7.668","7.668","-0.30%"
"May 10, 2013","7.691","7.691","7.691","7.691","-0.44%"
"May 09, 2013","7.725","7.725","7.725","7.725","-1.09%"
"May 08, 2013","7.810","7.810","7.810","7.810","-0.95%"
"May 07, 2013","7.885","7.885","7.885","7.885","-0.14%"
"May 06, 2013","7.896","7.896","7.896","7.896","-0.08%"
"May 03, 2013","7.902","7.902","7.902","7.902","0.29%"
"May 02, 2013","7.879","7.879","7.879","7.879","-0.08%"
"May 01, 2013","7.885","7.885","7.885","7.885","0.00%"
"Apr 30, 2013","7.885","7.885","7.885","7.885","-0.15%"
"Apr 29, 2013","7.897","7.897","7.897","7.897","0.23%"
"Apr 26, 2013","7.879","7.879","7.879","7.879","-0.32%"
"Apr 25, 2013","7.904","7.904","7.904","7.904","0.09%"
"Apr 24, 2013","7.897","7.897","7.897","7.897","0.00%"
"Apr 23, 2013","7.897","7.897","7.897","7.897","-0.21%"
"Apr 22, 2013","7.914","7.914","7.914","7.914","-0.15%"
"Apr 19, 2013","7.926","7.926","7.926","7.926","0.00%"
"Apr 18, 2013","7.926","7.926","7.926","7.926","-0.58%"
"Apr 17, 2013","7.972","7.972","7.972","7.972","-0.44%"
"Apr 16, 2013","8.007","8.007","8.007","8.007","-0.22%"
"Apr 15, 2013","8.025","8.025","8.025","8.025","-0.64%"
"Apr 12, 2013","8.077","8.077","8.077","8.077","-0.15%"
"Apr 11, 2013","8.089","8.089","8.089","8.089","0.00%"
"Apr 10, 2013","8.089","8.089","8.089","8.089","0.07%"
"Apr 09, 2013","8.083","8.083","8.083","8.083","-0.30%"
"Apr 08, 2013","8.107","8.107","8.107","8.107","-0.37%"
"Apr 05, 2013","8.137","8.137","8.137","8.137","-0.36%"
"Apr 04, 2013","8.166","8.166","8.166","8.166","-0.11%"
"Apr 03, 2013","8.175","8.175","8.175","8.175","-0.26%"
"Apr 02, 2013","8.196","8.196","8.196","8.196","0.29%"
"Mar 29, 2013","8.172","8.172","8.172","8.172","0.00%"
"Mar 28, 2013","8.172","8.172","8.172","8.172","-0.07%"
"Mar 27, 2013","8.178","8.178","8.178","8.178","0.00%"
"Mar 26, 2013","8.178","8.178","8.178","8.178","0.36%"
"Mar 25, 2013","8.149","8.149","8.149","8.149","-0.15%"
"Mar 22, 2013","8.161","8.161","8.161","8.161","0.43%"
"Mar 21, 2013","8.126","8.126","8.126","8.126","0.14%"
"Mar 20, 2013","8.115","8.115","8.115","8.115","0.21%"
"Mar 19, 2013","8.098","8.098","8.098","8.098","0.28%"
"Mar 18, 2013","8.075","8.075","8.075","8.075","-0.05%"
"Mar 17, 2013","8.079","8.079","8.079","8.079","0.00%"
"Mar 15, 2013","8.079","8.079","8.079","8.079","0.05%"
"Mar 14, 2013","8.075","8.075","8.075","8.075","-0.14%"
"Mar 13, 2013","8.086","8.086","8.086","8.086","0.06%"
"Mar 12, 2013","8.081","8.081","8.081","8.081","0.51%"
"Mar 11, 2013","8.040","8.040","8.040","8.040","0.02%"
"Mar 08, 2013","8.038","8.038","8.038","8.038","-0.06%"
"Mar 07, 2013","8.043","8.043","8.043","8.043","0.00%"
"Mar 06, 2013","8.043","8.043","8.043","8.043","-0.15%"
"Mar 05, 2013","8.055","8.055","8.055","8.055","-0.15%"
"Mar 04, 2013","8.067","8.067","8.067","8.067","-0.21%"
"Mar 01, 2013","8.084","8.084","8.084","8.084","0.19%"
"Feb 28, 2013","8.069","8.069","8.069","8.069","1.01%"
"Feb 27, 2013","7.988","7.988","7.988","7.988","-0.13%"
"Feb 26, 2013","7.998","7.998","7.998","7.998","0.16%"
"Feb 25, 2013","7.985","7.985","7.985","7.985","0.00%"
"Feb 22, 2013","7.985","7.985","7.985","7.985","-0.03%"
"Feb 21, 2013","7.987","7.987","7.987","7.987","0.09%"
"Feb 20, 2013","7.980","7.980","7.980","7.980","-0.32%"
"Feb 19, 2013","8.006","8.006","8.006","8.006","0.00%"
"Feb 18, 2013","8.006","8.006","8.006","8.006","0.19%"
"Feb 17, 2013","7.991","7.991","7.991","7.991","0.00%"
"Feb 15, 2013","7.991","7.991","7.991","7.991","-0.29%"
"Feb 14, 2013","8.014","8.014","8.014","8.014","-0.07%"
"Feb 13, 2013","8.020","8.020","8.020","8.020","-0.29%"
"Feb 12, 2013","8.043","8.043","8.043","8.043","0.31%"
"Feb 11, 2013","8.018","8.018","8.018","8.018","-0.02%"
"Feb 09, 2013","8.020","8.020","8.020","8.020","0.00%"
"Feb 08, 2013","8.020","8.020","8.020","8.020","-0.20%"
"Feb 07, 2013","8.036","8.036","8.036","8.036","-0.01%"
"Feb 06, 2013","8.037","8.037","8.037","8.037","-0.07%"
"Feb 05, 2013","8.043","8.043","8.043","8.043","-0.11%"
"Feb 04, 2013","8.052","8.052","8.052","8.052","0.04%"
"Feb 01, 2013","8.049","8.049","8.049","8.049","0.02%"
"Jan 31, 2013","8.047","8.047","8.047","8.047","0.12%"
"Jan 30, 2013","8.037","8.037","8.037","8.037","0.27%"
"Jan 29, 2013","8.015","8.015","8.015","8.015","-0.04%"
"Jan 28, 2013","8.018","8.018","8.018","8.018","-0.02%"
"Jan 25, 2013","8.020","8.020","8.020","8.020","0.00%"
"Jan 24, 2013","8.020","8.020","8.020","8.020","-0.36%"
"Jan 23, 2013","8.049","8.049","8.049","8.049","0.26%"
"Jan 22, 2013","8.028","8.028","8.028","8.028","-0.01%"
"Jan 21, 2013","8.029","8.029","8.029","8.029","0.19%"
"Jan 18, 2013","8.014","8.014","8.014","8.014","0.21%"
"Jan 17, 2013","7.997","7.997","7.997","7.997","0.00%"
"Jan 16, 2013","7.997","7.997","7.997","7.997","0.58%"
"Jan 15, 2013","7.951","7.951","7.951","7.951","0.14%"
"Jan 14, 2013","7.940","7.940","7.940","7.940","-1.00%"
"Jan 13, 2013","8.020","8.020","8.020","8.020","0.00%"
"Jan 11, 2013","8.020","8.020","8.020","8.020","-0.14%"
"Jan 10, 2013","8.031","8.031","8.031","8.031","-0.22%"
"Jan 09, 2013","8.049","8.049","8.049","8.049","-0.09%"
"Jan 08, 2013","8.056","8.056","8.056","8.056","-0.09%"
"Jan 07, 2013","8.063","8.063","8.063","8.063","-0.28%"
"Jan 05, 2013","8.086","8.086","8.086","8.086","0.00%"
"Jan 04, 2013","8.086","8.086","8.086","8.086","-0.19%"
"Jan 03, 2013","8.101","8.101","8.101","8.101","-0.42%"
"Jan 02, 2013","8.135","8.135","8.135","8.135","-0.05%"
"Jan 01, 2013","8.139","8.139","8.139","8.139","-1.11%"
"Dec 31, 2012","8.230","8.230","8.230","8.230","-0.46%"
"Dec 30, 2012","8.268","8.268","8.268","8.268","0.00%"
"Dec 29, 2012","8.268","8.268","8.268","8.268","0.00%"
"Dec 28, 2012","8.268","8.268","8.268","8.268","-0.17%"
"Dec 27, 2012","8.282","8.282","8.282","8.282","-0.16%"
"Dec 26, 2012","8.295","8.295","8.295","8.295","-0.19%"
"Dec 25, 2012","8.311","8.311","8.311","8.311","0.00%"
"Dec 24, 2012","8.311","8.311","8.311","8.311","-0.07%"
"Dec 23, 2012","8.317","8.317","8.317","8.317","0.00%"
"Dec 22, 2012","8.317","8.317","8.317","8.317","0.00%"
"Dec 21, 2012","8.317","8.317","8.317","8.317","-0.10%"
"Dec 20, 2012","8.325","8.325","8.325","8.325","0.00%"
"Dec 19, 2012","8.325","8.325","8.325","8.325","0.11%"
"Dec 18, 2012","8.316","8.316","8.316","8.316","0.02%"
"Dec 17, 2012","8.314","8.314","8.314","8.314","0.12%"
"Dec 15, 2012","8.304","8.304","8.304","8.304","0.00%"
"Dec 14, 2012","8.304","8.304","8.304","8.304","-0.23%"
"Dec 13, 2012","8.323","8.323","8.323","8.323","-0.12%"
"Dec 12, 2012","8.333","8.333","8.333","8.333","0.06%"
"Dec 11, 2012","8.328","8.328","8.328","8.328","0.06%"
"Dec 10, 2012","8.323","8.323","8.323","8.323","-0.07%"
"Dec 07, 2012","8.329","8.329","8.329","8.329","-0.17%"
"Dec 06, 2012","8.343","8.343","8.343","8.343","0.10%"
"Dec 05, 2012","8.335","8.335","8.335","8.335","-0.02%"
"Dec 04, 2012","8.337","8.337","8.337","8.337","-0.02%"
"Dec 03, 2012","8.339","8.339","8.339","8.339","-0.05%"
"Dec 01, 2012","8.343","8.343","8.343","8.343","0.00%"
"Nov 30, 2012","8.343","8.343","8.343","8.343","-0.29%"
"Nov 29, 2012","8.367","8.367","8.367","8.367","0.07%"
"Nov 28, 2012","8.361","8.361","8.361","8.361","0.00%"
"Nov 27, 2012","8.361","8.361","8.361","8.361","-0.24%"
"Nov 26, 2012","8.381","8.381","8.381","8.381","-0.05%"
"Nov 24, 2012","8.385","8.385","8.385","8.385","0.00%"
"Nov 23, 2012","8.385","8.385","8.385","8.385","0.04%"
"Nov 22, 2012","8.382","8.382","8.382","8.382","0.18%"
"Nov 21, 2012","8.367","8.367","8.367","8.367","0.07%"
"Nov 20, 2012","8.361","8.361","8.361","8.361","0.07%"
"Nov 19, 2012","8.355","8.355","8.355","8.355","-0.07%"
"Nov 17, 2012","8.361","8.361","8.361","8.361","0.00%"
"Nov 16, 2012","8.361","8.361","8.361","8.361","-0.14%"
"Nov 15, 2012","8.373","8.373","8.373","8.373","-0.02%"
"Nov 13, 2012","8.375","8.375","8.375","8.375","0.00%"
"Nov 12, 2012","8.375","8.375","8.375","8.375","-0.05%"
"Nov 10, 2012","8.379","8.379","8.379","8.379","0.00%"
"Nov 09, 2012","8.379","8.379","8.379","8.379","0.14%"
"Nov 08, 2012","8.367","8.367","8.367","8.367","0.07%"
"Nov 07, 2012","8.361","8.361","8.361","8.361","0.04%"
"Nov 06, 2012","8.358","8.358","8.358","8.358","-0.29%"
"Nov 05, 2012","8.382","8.382","8.382","8.382","-0.10%"
"Nov 03, 2012","8.390","8.390","8.390","8.390","0.00%"
"Nov 02, 2012","8.390","8.390","8.390","8.390","0.00%"
"Nov 01, 2012","8.390","8.390","8.390","8.390","-0.07%"
"Oct 31, 2012","8.396","8.396","8.396","8.396","0.30%"
"Oct 30, 2012","8.371","8.371","8.371","8.371","0.54%"
"Oct 29, 2012","8.326","8.326","8.326","8.326","0.04%"
"Oct 26, 2012","8.323","8.323","8.323","8.323","0.00%"
"Oct 25, 2012","8.323","8.323","8.323","8.323","-0.02%"
"Oct 24, 2012","8.325","8.325","8.325","8.325","0.00%"
"Oct 23, 2012","8.325","8.325","8.325","8.325","0.11%"
"Oct 22, 2012","8.316","8.316","8.316","8.316","0.12%"
"Oct 20, 2012","8.306","8.306","8.306","8.306","0.00%"
"Oct 19, 2012","8.306","8.306","8.306","8.306","-0.01%"
"Oct 18, 2012","8.307","8.307","8.307","8.307","-0.16%"
"Oct 17, 2012","8.320","8.320","8.320","8.320","-0.22%"
"Oct 16, 2012","8.338","8.338","8.338","8.338","-0.16%"
"Oct 15, 2012","8.351","8.351","8.351","8.351","-0.06%"
"Oct 13, 2012","8.356","8.356","8.356","8.356","0.00%"
"Oct 12, 2012","8.356","8.356","8.356","8.356","-0.06%"
"Oct 11, 2012","8.361","8.361","8.361","8.361","0.05%"
"Oct 10, 2012","8.357","8.357","8.357","8.357","0.19%"
"Oct 09, 2012","8.341","8.341","8.341","8.341","-0.11%"
"Oct 08, 2012","8.350","8.350","8.350","8.350","-0.16%"
"Oct 06, 2012","8.363","8.363","8.363","8.363","0.00%"
"Oct 05, 2012","8.363","8.363","8.363","8.363","0.19%"
"Oct 04, 2012","8.347","8.347","8.347","8.347","-0.10%"
"Oct 03, 2012","8.355","8.355","8.355","8.355","-0.05%"
"Oct 02, 2012","8.359","8.359","8.359","8.359","0.00%"
"Oct 01, 2012","8.359","8.359","8.359","8.359","-0.12%"
"Sep 29, 2012","8.369","8.369","8.369","8.369","0.00%"
"Sep 28, 2012","8.369","8.369","8.369","8.369","-0.83%"
"Sep 27, 2012","8.439","8.439","8.439","8.439","-0.06%"
"Sep 26, 2012","8.444","8.444","8.444","8.444","0.18%"
"Sep 25, 2012","8.429","8.429","8.429","8.429","0.11%"
"Sep 24, 2012","8.420","8.420","8.420","8.420","-0.14%"
"Sep 23, 2012","8.432","8.432","8.432","8.432","0.00%"
"Sep 22, 2012","8.432","8.432","8.432","8.432","0.00%"
"Sep 21, 2012","8.432","8.432","8.432","8.432","-0.08%"
"Sep 20, 2012","8.439","8.439","8.439","8.439","-0.01%"
"Sep 19, 2012","8.440","8.440","8.440","8.440","0.00%"
"Sep 18, 2012","8.440","8.440","8.440","8.440","-0.09%"
"Sep 17, 2012","8.448","8.448","8.448","8.448","-0.12%"
"Sep 15, 2012","8.458","8.458","8.458","8.458","0.00%"
"Sep 14, 2012","8.458","8.458","8.458","8.458","0.21%"
"Sep 13, 2012","8.440","8.440","8.440","8.440","-0.11%"
"Sep 12, 2012","8.449","8.449","8.449","8.449","0.11%"
"Sep 11, 2012","8.440","8.440","8.440","8.440","-0.02%"
"Sep 10, 2012","8.442","8.442","8.442","8.442","-0.06%"
"Sep 08, 2012","8.447","8.447","8.447","8.447","0.00%"
"Sep 07, 2012","8.447","8.447","8.447","8.447","0.14%"
"Sep 06, 2012","8.435","8.435","8.435","8.435","-0.12%"
"Sep 05, 2012","8.445","8.445","8.445","8.445","-0.06%"
"Sep 04, 2012","8.450","8.450","8.450","8.450","0.01%"
"Sep 03, 2012","8.449","8.449","8.449","8.449","-0.24%"
"Sep 01, 2012","8.469","8.469","8.469","8.469","0.00%"
"Aug 31, 2012","8.469","8.469","8.469","8.469","0.26%"
"Aug 30, 2012","8.447","8.447","8.447","8.447","0.02%"
"Aug 29, 2012","8.445","8.445","8.445","8.445","0.01%"
"Aug 28, 2012","8.444","8.444","8.444","8.444","0.04%"
"Aug 27, 2012","8.441","8.441","8.441","8.441","-0.14%"
"Aug 25, 2012","8.453","8.453","8.453","8.453","0.00%"
"Aug 24, 2012","8.453","8.453","8.453","8.453","-0.07%"
"Aug 23, 2012","8.459","8.459","8.459","8.459","0.00%"
"Aug 22, 2012","8.459","8.459","8.459","8.459","-0.12%"
"Aug 21, 2012","8.469","8.469","8.469","8.469","0.19%"
"Aug 18, 2012","8.453","8.453","8.453","8.453","0.00%"
"Aug 17, 2012","8.453","8.453","8.453","8.453","-0.11%"
"Aug 16, 2012","8.462","8.462","8.462","8.462","0.20%"
"Aug 15, 2012","8.445","8.445","8.445","8.445","0.00%"
"Aug 14, 2012","8.445","8.445","8.445","8.445","-0.07%"
"Aug 13, 2012","8.451","8.451","8.451","8.451","0.23%"
"Aug 11, 2012","8.432","8.432","8.432","8.432","0.00%"
"Aug 10, 2012","8.432","8.432","8.432","8.432","0.14%"
"Aug 09, 2012","8.420","8.420","8.420","8.420","0.01%"
"Aug 08, 2012","8.419","8.419","8.419","8.419","0.01%"
"Aug 07, 2012","8.418","8.418","8.418","8.418","-0.50%"
"Aug 06, 2012","8.460","8.460","8.460","8.460","-0.17%"
"Aug 05, 2012","8.474","8.474","8.474","8.474","0.00%"
"Aug 04, 2012","8.474","8.474","8.474","8.474","0.00%"
"Aug 03, 2012","8.474","8.474","8.474","8.474","0.20%"
"Aug 02, 2012","8.457","8.457","8.457","8.457","0.00%"
"Aug 01, 2012","8.457","8.457","8.457","8.457","-0.01%"
"Jul 31, 2012","8.458","8.458","8.458","8.458","1.06%"
"Jul 30, 2012","8.369","8.369","8.369","8.369","0.22%"
"Jul 28, 2012","8.351","8.351","8.351","8.351","0.00%"
"Jul 27, 2012","8.351","8.351","8.351","8.351","-0.04%"
"Jul 26, 2012","8.354","8.354","8.354","8.354","0.04%"
"Jul 25, 2012","8.351","8.351","8.351","8.351","0.22%"
"Jul 24, 2012","8.333","8.333","8.333","8.333","0.11%"
"Jul 23, 2012","8.324","8.324","8.324","8.324","-0.19%"
"Jul 21, 2012","8.340","8.340","8.340","8.340","0.00%"
"Jul 20, 2012","8.340","8.340","8.340","8.340","-0.10%"
"Jul 19, 2012","8.348","8.348","8.348","8.348","0.08%"
"Jul 18, 2012","8.341","8.341","8.341","8.341","-0.38%"
"Jul 17, 2012","8.373","8.373","8.373","8.373","0.16%"
"Jul 16, 2012","8.360","8.360","8.360","8.360","-0.59%"
"Jul 14, 2012","8.410","8.410","8.410","8.410","0.00%"
"Jul 13, 2012","8.410","8.410","8.410","8.410","0.06%"
"Jul 12, 2012","8.405","8.405","8.405","8.405","-0.10%"
"Jul 11, 2012","8.413","8.413","8.413","8.413","-0.07%"
"Jul 10, 2012","8.419","8.419","8.419","8.419","0.20%"
"Jul 09, 2012","8.402","8.402","8.402","8.402","-0.15%"
"Jul 08, 2012","8.415","8.415","8.415","8.415","0.00%"
"Jul 07, 2012","8.415","8.415","8.415","8.415","0.00%"
"Jul 06, 2012","8.415","8.415","8.415","8.415","-0.39%"
"Jul 05, 2012","8.448","8.448","8.448","8.448","0.20%"
"Jul 04, 2012","8.431","8.431","8.431","8.431","-0.30%"
"Jul 03, 2012","8.456","8.456","8.456","8.456","-0.40%"
"Jul 02, 2012","8.490","8.490","8.490","8.490","-0.02%"
"Jul 01, 2012","8.492","8.492","8.492","8.492","0.00%"
"Jun 30, 2012","8.492","8.492","8.492","8.492","0.00%"
"Jun 29, 2012","8.492","8.492","8.492","8.492","0.19%"
"Jun 28, 2012","8.476","8.476","8.476","8.476","0.05%"
"Jun 27, 2012","8.472","8.472","8.472","8.472","0.07%"
"Jun 26, 2012","8.466","8.466","8.466","8.466","0.09%"
"Jun 25, 2012","8.458","8.458","8.458","8.458","-0.08%"
"Jun 23, 2012","8.465","8.465","8.465","8.465","0.00%"
"Jun 22, 2012","8.465","8.465","8.465","8.465","-0.15%"
"Jun 21, 2012","8.478","8.478","8.478","8.478","-0.49%"
"Jun 20, 2012","8.520","8.520","8.520","8.520","-0.23%"
"Jun 19, 2012","8.540","8.540","8.540","8.540","-0.05%"
"Jun 18, 2012","8.544","8.544","8.544","8.544","0.96%"
"Jun 16, 2012","8.463","8.463","8.463","8.463","0.00%"
"Jun 15, 2012","8.463","8.463","8.463","8.463","0.47%"
"Jun 14, 2012","8.423","8.423","8.423","8.423","0.38%"
"Jun 13, 2012","8.391","8.391","8.391","8.391","-0.34%"
"Jun 12, 2012","8.420","8.420","8.420","8.420","-0.64%"
"Jun 11, 2012","8.474","8.474","8.474","8.474","-0.05%"
"Jun 09, 2012","8.478","8.478","8.478","8.478","0.00%"
"Jun 08, 2012","8.478","8.478","8.478","8.478","0.36%"
"Jun 07, 2012","8.448","8.448","8.448","8.448","-0.20%"
"Jun 06, 2012","8.465","8.465","8.465","8.465","-0.01%"
"Jun 05, 2012","8.466","8.466","8.466","8.466","-0.69%"
"Jun 04, 2012","8.525","8.525","8.525","8.525","-0.57%"
"Jun 02, 2012","8.574","8.574","8.574","8.574","0.00%"
"Jun 01, 2012","8.574","8.574","8.574","8.574","0.08%"
"May 31, 2012","8.567","8.567","8.567","8.567","-1.47%"
"May 30, 2012","8.695","8.695","8.695","8.695","-0.42%"
"May 29, 2012","8.732","8.732","8.732","8.732","-0.07%"
"May 28, 2012","8.738","8.738","8.738","8.738","-0.35%"
"May 26, 2012","8.769","8.769","8.769","8.769","0.00%"
"May 25, 2012","8.769","8.769","8.769","8.769","0.01%"
"May 24, 2012","8.768","8.768","8.768","8.768","0.03%"
"May 23, 2012","8.765","8.765","8.765","8.765","-0.10%"
"May 22, 2012","8.774","8.774","8.774","8.774","-0.14%"
"May 21, 2012","8.786","8.786","8.786","8.786","0.15%"
"May 19, 2012","8.773","8.773","8.773","8.773","0.00%"
"May 18, 2012","8.773","8.773","8.773","8.773","0.18%"
"May 17, 2012","8.757","8.757","8.757","8.757","-0.22%"
"May 16, 2012","8.776","8.776","8.776","8.776","-0.27%"
"May 15, 2012","8.800","8.800","8.800","8.800","-0.42%"
"May 14, 2012","8.837","8.837","8.837","8.837","-0.21%"
"May 12, 2012","8.856","8.856","8.856","8.856","0.00%"
"May 11, 2012","8.856","8.856","8.856","8.856","0.40%"
"May 10, 2012","8.821","8.821","8.821","8.821","0.09%"
"May 09, 2012","8.813","8.813","8.813","8.813","0.28%"
"May 08, 2012","8.788","8.788","8.788","8.788","-0.67%"
"May 07, 2012","8.847","8.847","8.847","8.847","0.05%"
"May 06, 2012","8.843","8.843","8.843","8.843","0.00%"
"May 05, 2012","8.843","8.843","8.843","8.843","0.00%"
"May 04, 2012","8.843","8.843","8.843","8.843","0.16%"
"May 03, 2012","8.829","8.829","8.829","8.829","-0.06%"
"May 02, 2012","8.834","8.834","8.834","8.834","-0.21%"
"May 01, 2012","8.853","8.853","8.853","8.853","0.00%"
"Apr 30, 2012","8.853","8.853","8.853","8.853","0.18%"
"Apr 28, 2012","8.837","8.837","8.837","8.837","0.00%"
"Apr 27, 2012","8.837","8.837","8.837","8.837","0.11%"
"Apr 26, 2012","8.827","8.827","8.827","8.827","0.42%"
"Apr 25, 2012","8.790","8.790","8.790","8.790","0.46%"
"Apr 24, 2012","8.750","8.750","8.750","8.750","-0.22%"
"Apr 23, 2012","8.769","8.769","8.769","8.769","-0.09%"
"Apr 21, 2012","8.777","8.777","8.777","8.777","0.00%"
"Apr 20, 2012","8.777","8.777","8.777","8.777","1.37%"
"Apr 19, 2012","8.658","8.658","8.658","8.658","0.41%"
"Apr 18, 2012","8.623","8.623","8.623","8.623","0.00%"
"Apr 17, 2012","8.623","8.623","8.623","8.623","-0.83%"
"Apr 16, 2012","8.695","8.695","8.695","8.695","-0.14%"
"Apr 14, 2012","8.707","8.707","8.707","8.707","0.00%"
"Apr 13, 2012","8.707","8.707","8.707","8.707","0.54%"
