"Date","Price","Open","High","Low","Change %"
"Sep 02, 2010","8.358","8.358","8.358","8.358","-0.01%"
"Sep 01, 2010","8.359","8.359","8.359","8.359","0.06%"
"Aug 31, 2010","8.354","8.354","8.354","8.354","-0.13%"
"Aug 30, 2010","8.365","8.365","8.365","8.365","-0.14%"
"Aug 27, 2010","8.377","8.377","8.377","8.377","-0.06%"
"Aug 26, 2010","8.382","8.382","8.382","8.382","-0.05%"
"Aug 25, 2010","8.386","8.386","8.386","8.386","0.19%"
"Aug 24, 2010","8.370","8.370","8.370","8.370","0.00%"
"Aug 23, 2010","8.370","8.370","8.370","8.370","-0.10%"
"Aug 20, 2010","8.378","8.378","8.378","8.378","-0.08%"
"Aug 18, 2010","8.385","8.385","8.385","8.385","0.25%"
"Aug 17, 2010","8.364","8.364","8.364","8.364","0.16%"
"Aug 16, 2010","8.351","8.351","8.351","8.351","-0.16%"
"Aug 13, 2010","8.364","8.364","8.364","8.364","-0.08%"
"Aug 12, 2010","8.371","8.371","8.371","8.371","0.34%"
"Aug 11, 2010","8.343","8.343","8.343","8.343","-0.10%"
"Aug 10, 2010","8.351","8.351","8.351","8.351","-0.04%"
"Aug 09, 2010","8.354","8.354","8.354","8.354","0.05%"
"Aug 06, 2010","8.350","8.350","8.350","8.350","-0.12%"
"Aug 05, 2010","8.360","8.360","8.360","8.360","0.42%"
"Aug 04, 2010","8.325","8.325","8.325","8.325","-0.06%"
"Aug 03, 2010","8.330","8.330","8.330","8.330","-0.22%"
"Aug 02, 2010","8.348","8.348","8.348","8.348","-0.06%"
"Jul 30, 2010","8.353","8.353","8.353","8.353","0.81%"
"Jul 29, 2010","8.286","8.286","8.286","8.286","0.12%"
"Jul 28, 2010","8.276","8.276","8.276","8.276","0.12%"
"Jul 27, 2010","8.266","8.266","8.266","8.266","0.30%"
"Jul 26, 2010","8.241","8.241","8.241","8.241","-0.05%"
"Jul 23, 2010","8.245","8.245","8.245","8.245","-0.04%"
"Jul 22, 2010","8.248","8.248","8.248","8.248","-0.08%"
"Jul 21, 2010","8.255","8.255","8.255","8.255","0.12%"
"Jul 20, 2010","8.245","8.245","8.245","8.245","0.16%"
"Jul 19, 2010","8.232","8.232","8.232","8.232","0.00%"
"Jul 16, 2010","8.232","8.232","8.232","8.232","0.00%"
"Jul 15, 2010","8.232","8.232","8.232","8.232","0.21%"
"Jul 14, 2010","8.215","8.215","8.215","8.215","0.06%"
"Jul 13, 2010","8.210","8.210","8.210","8.210","0.11%"
"Jul 12, 2010","8.201","8.201","8.201","8.201","0.06%"
"Jul 09, 2010","8.196","8.196","8.196","8.196","0.36%"
"Jul 08, 2010","8.167","8.167","8.167","8.167","0.01%"
"Jul 07, 2010","8.166","8.166","8.166","8.166","-0.46%"
"Jul 06, 2010","8.204","8.204","8.204","8.204","-0.10%"
"Jul 05, 2010","8.212","8.212","8.212","8.212","0.23%"
"Jul 02, 2010","8.193","8.193","8.193","8.193","0.20%"
"Jul 01, 2010","8.177","8.177","8.177","8.177","-0.06%"
"Jun 30, 2010","8.182","8.182","8.182","8.182","-0.18%"
"Jun 29, 2010","8.197","8.197","8.197","8.197","-0.11%"
"Jun 28, 2010","8.206","8.206","8.206","8.206","-0.22%"
"Jun 25, 2010","8.224","8.224","8.224","8.224","0.32%"
"Jun 24, 2010","8.198","8.198","8.198","8.198","0.11%"
"Jun 23, 2010","8.189","8.189","8.189","8.189","0.09%"
"Jun 22, 2010","8.182","8.182","8.182","8.182","-0.02%"
"Jun 21, 2010","8.184","8.184","8.184","8.184","-0.05%"
"Jun 18, 2010","8.188","8.188","8.188","8.188","-0.21%"
"Jun 17, 2010","8.205","8.205","8.205","8.205","0.26%"
"Jun 16, 2010","8.184","8.184","8.184","8.184","-0.49%"
"Jun 15, 2010","8.224","8.224","8.224","8.224","0.00%"
"Jun 14, 2010","8.224","8.224","8.224","8.224","0.13%"
"Jun 11, 2010","8.213","8.213","8.213","8.213","0.58%"
"Jun 10, 2010","8.166","8.166","8.166","8.166","0.15%"
"Jun 09, 2010","8.154","8.154","8.154","8.154","0.14%"
"Jun 08, 2010","8.143","8.143","8.143","8.143","-0.04%"
"Jun 07, 2010","8.146","8.146","8.146","8.146","-0.26%"
"Jun 04, 2010","8.167","8.167","8.167","8.167","0.02%"
"Jun 03, 2010","8.165","8.165","8.165","8.165","0.53%"
"Jun 02, 2010","8.122","8.122","8.122","8.122","-0.38%"
"Jun 01, 2010","8.153","8.153","8.153","8.153","-0.09%"
"May 31, 2010","8.160","8.160","8.160","8.160","0.16%"
"May 28, 2010","8.147","8.147","8.147","8.147","-0.02%"
"May 26, 2010","8.149","8.149","8.149","8.149","1.79%"
"May 25, 2010","8.006","8.006","8.006","8.006","-0.01%"
"May 24, 2010","8.007","8.007","8.007","8.007","0.18%"
"May 21, 2010","7.993","7.993","7.993","7.993","-0.19%"
"May 20, 2010","8.008","8.008","8.008","8.008","0.11%"
"May 19, 2010","7.999","7.999","7.999","7.999","-0.60%"
"May 18, 2010","8.047","8.047","8.047","8.047","0.68%"
"May 17, 2010","7.993","7.993","7.993","7.993","-0.93%"
"May 14, 2010","8.068","8.068","8.068","8.068","-0.41%"
"May 13, 2010","8.101","8.101","8.101","8.101","-0.59%"
"May 12, 2010","8.149","8.149","8.149","8.149","-0.60%"
"May 11, 2010","8.198","8.198","8.198","8.198","-0.33%"
"May 10, 2010","8.225","8.225","8.225","8.225","0.73%"
"May 07, 2010","8.165","8.165","8.165","8.165","-1.13%"
"May 06, 2010","8.258","8.258","8.258","8.258","0.00%"
"May 05, 2010","8.258","8.258","8.258","8.258","-0.27%"
"May 04, 2010","8.280","8.280","8.280","8.280","-1.70%"
"May 03, 2010","8.423","8.423","8.423","8.423","0.07%"
"Apr 30, 2010","8.417","8.417","8.417","8.417","-0.09%"
"Apr 29, 2010","8.425","8.425","8.425","8.425","-0.05%"
"Apr 28, 2010","8.429","8.429","8.429","8.429","0.07%"
"Apr 27, 2010","8.423","8.423","8.423","8.423","0.00%"
"Apr 26, 2010","8.423","8.423","8.423","8.423","0.00%"
"Apr 23, 2010","8.423","8.423","8.423","8.423","0.89%"
"Apr 22, 2010","8.349","8.349","8.349","8.349","-0.20%"
"Apr 21, 2010","8.366","8.366","8.366","8.366","0.00%"
"Apr 20, 2010","8.366","8.366","8.366","8.366","0.00%"
"Apr 19, 2010","8.366","8.366","8.366","8.366","0.00%"
"Apr 16, 2010","8.366","8.366","8.366","8.366","0.40%"
"Apr 15, 2010","8.333","8.333","8.333","8.333","0.20%"
"Apr 13, 2010","8.316","8.316","8.316","8.316","-0.07%"
"Apr 12, 2010","8.322","8.322","8.322","8.322","0.14%"
"Apr 09, 2010","8.310","8.310","8.310","8.310","0.40%"
"Apr 08, 2010","8.277","8.277","8.277","8.277","0.34%"
"Apr 07, 2010","8.249","8.249","8.249","8.249","-0.13%"
"Apr 06, 2010","8.260","8.260","8.260","8.260","-0.28%"
"Apr 05, 2010","8.283","8.283","8.283","8.283","-0.06%"
"Mar 31, 2010","8.288","8.288","8.288","8.288","0.19%"
"Mar 30, 2010","8.272","8.272","8.272","8.272","0.34%"
"Mar 29, 2010","8.244","8.244","8.244","8.244","-0.60%"
"Mar 26, 2010","8.294","8.294","8.294","8.294","-0.07%"
"Mar 25, 2010","8.300","8.300","8.300","8.300","-0.26%"
"Mar 23, 2010","8.322","8.322","8.322","8.322","-0.07%"
"Mar 22, 2010","8.328","8.328","8.328","8.328","0.20%"
"Mar 19, 2010","8.311","8.311","8.311","8.311","-0.47%"
"Mar 18, 2010","8.350","8.350","8.350","8.350","-0.33%"
"Mar 17, 2010","8.378","8.378","8.378","8.378","-0.20%"
"Mar 15, 2010","8.395","8.395","8.395","8.395","0.07%"
"Mar 12, 2010","8.389","8.389","8.389","8.389","0.06%"
"Mar 11, 2010","8.384","8.384","8.384","8.384","-0.07%"
"Mar 10, 2010","8.390","8.390","8.390","8.390","-0.06%"
"Mar 09, 2010","8.395","8.395","8.395","8.395","-0.20%"
"Mar 08, 2010","8.412","8.412","8.412","8.412","0.00%"
"Mar 05, 2010","8.412","8.412","8.412","8.412","0.33%"
"Mar 04, 2010","8.384","8.384","8.384","8.384","0.00%"
"Mar 03, 2010","8.384","8.384","8.384","8.384","0.00%"
"Mar 02, 2010","8.384","8.384","8.384","8.384","0.00%"
"Feb 26, 2010","8.384","8.384","8.384","8.384","0.13%"
"Feb 25, 2010","8.373","8.373","8.373","8.373","0.06%"
"Feb 24, 2010","8.368","8.368","8.368","8.368","0.14%"
"Feb 23, 2010","8.356","8.356","8.356","8.356","-0.27%"
"Feb 22, 2010","8.379","8.379","8.379","8.379","-0.13%"
"Feb 19, 2010","8.390","8.390","8.390","8.390","0.00%"
"Feb 18, 2010","8.390","8.390","8.390","8.390","-0.14%"
"Feb 17, 2010","8.402","8.402","8.402","8.402","0.00%"
"Feb 16, 2010","8.402","8.402","8.402","8.402","0.14%"
"Feb 15, 2010","8.390","8.390","8.390","8.390","0.13%"
"Feb 11, 2010","8.379","8.379","8.379","8.379","-0.07%"
"Feb 10, 2010","8.385","8.385","8.385","8.385","0.54%"
"Feb 09, 2010","8.340","8.340","8.340","8.340","0.20%"
"Feb 08, 2010","8.323","8.323","8.323","8.323","0.00%"
"Feb 05, 2010","8.323","8.323","8.323","8.323","0.00%"
"Feb 04, 2010","8.323","8.323","8.323","8.323","0.20%"
"Feb 03, 2010","8.306","8.306","8.306","8.306","0.00%"
"Feb 02, 2010","8.306","8.306","8.306","8.306","0.21%"
"Feb 01, 2010","8.289","8.289","8.289","8.289","0.13%"
"Jan 29, 2010","8.278","8.278","8.278","8.278","0.47%"
"Jan 28, 2010","8.239","8.239","8.239","8.239","0.06%"
"Jan 27, 2010","8.234","8.234","8.234","8.234","-0.13%"
"Jan 25, 2010","8.245","8.245","8.245","8.245","0.07%"
"Jan 22, 2010","8.239","8.239","8.239","8.239","0.13%"
"Jan 21, 2010","8.228","8.228","8.228","8.228","-0.40%"
"Jan 20, 2010","8.261","8.261","8.261","8.261","-0.07%"
"Jan 19, 2010","8.267","8.267","8.267","8.267","0.02%"
"Jan 18, 2010","8.265","8.265","8.265","8.265","3.26%"
"Jan 15, 2010","8.004","8.004","8.004","8.004","0.30%"
"Jan 14, 2010","7.980","7.980","7.980","7.980","-0.54%"
"Jan 13, 2010","8.023","8.023","8.023","8.023","0.00%"
"Jan 12, 2010","8.023","8.023","8.023","8.023","0.16%"
"Jan 11, 2010","8.010","8.010","8.010","8.010","0.00%"
"Jan 08, 2010","8.010","8.010","8.010","8.010","0.00%"
"Jan 07, 2010","8.010","8.010","8.010","8.010","0.15%"
"Jan 06, 2010","7.998","7.998","7.998","7.998","0.23%"
"Jan 05, 2010","7.980","7.980","7.980","7.980","-0.30%"
"Jan 04, 2010","8.004","8.004","8.004","8.004","0.41%"
"Jan 01, 2010","7.971","7.971","7.971","7.971","0.00%"
"Dec 31, 2009","7.971","7.971","7.971","7.971","-0.18%"
"Dec 30, 2009","7.985","7.985","7.985","7.985","-0.62%"
"Dec 29, 2009","8.035","8.035","8.035","8.035","-0.22%"
"Dec 24, 2009","8.053","8.053","8.053","8.053","-0.15%"
"Dec 23, 2009","8.065","8.065","8.065","8.065","-0.76%"
"Dec 22, 2009","8.127","8.127","8.127","8.127","-0.31%"
"Dec 21, 2009","8.152","8.152","8.152","8.152","0.16%"
"Dec 18, 2009","8.139","8.139","8.139","8.139","0.38%"
"Dec 17, 2009","8.108","8.108","8.108","8.108","-0.38%"
"Dec 16, 2009","8.139","8.139","8.139","8.139","0.38%"
"Dec 15, 2009","8.108","8.108","8.108","8.108","0.23%"
"Dec 14, 2009","8.089","8.089","8.089","8.089","0.00%"
"Dec 11, 2009","8.089","8.089","8.089","8.089","0.16%"
"Dec 10, 2009","8.076","8.076","8.076","8.076","0.54%"
"Dec 09, 2009","8.033","8.033","8.033","8.033","0.07%"
"Dec 08, 2009","8.027","8.027","8.027","8.027","-0.68%"
"Dec 07, 2009","8.082","8.082","8.082","8.082","-0.22%"
"Dec 04, 2009","8.100","8.100","8.100","8.100","0.85%"
"Dec 03, 2009","8.032","8.032","8.032","8.032","0.37%"
"Dec 02, 2009","8.002","8.002","8.002","8.002","0.09%"
"Dec 01, 2009","7.995","7.995","7.995","7.995","0.69%"
"Nov 30, 2009","7.940","7.940","7.940","7.940","0.61%"
"Nov 27, 2009","7.892","7.892","7.892","7.892","-0.08%"
"Nov 26, 2009","7.898","7.898","7.898","7.898","-0.60%"
"Nov 25, 2009","7.946","7.946","7.946","7.946","-0.15%"
"Nov 24, 2009","7.958","7.958","7.958","7.958","-0.15%"
"Nov 23, 2009","7.970","7.970","7.970","7.970","-1.07%"
"Nov 20, 2009","8.056","8.056","8.056","8.056","-0.60%"
"Nov 19, 2009","8.105","8.105","8.105","8.105","-0.15%"
"Nov 18, 2009","8.117","8.117","8.117","8.117","-0.15%"
"Nov 17, 2009","8.129","8.129","8.129","8.129","-0.15%"
"Nov 16, 2009","8.141","8.141","8.141","8.141","-0.09%"
"Nov 13, 2009","8.148","8.148","8.148","8.148","-0.29%"
"Nov 12, 2009","8.172","8.172","8.172","8.172","-0.07%"
"Nov 11, 2009","8.178","8.178","8.178","8.178","0.07%"
"Nov 10, 2009","8.172","8.172","8.172","8.172","-0.22%"
"Nov 09, 2009","8.190","8.190","8.190","8.190","-0.07%"
"Nov 06, 2009","8.196","8.196","8.196","8.196","0.31%"
"Nov 05, 2009","8.171","8.171","8.171","8.171","0.07%"
"Nov 04, 2009","8.165","8.165","8.165","8.165","0.00%"
"Nov 03, 2009","8.165","8.165","8.165","8.165","-0.38%"
"Oct 30, 2009","8.196","8.196","8.196","8.196","0.47%"
"Oct 29, 2009","8.158","8.158","8.158","8.158","0.31%"
"Oct 28, 2009","8.133","8.133","8.133","8.133","-0.54%"
"Oct 27, 2009","8.177","8.177","8.177","8.177","-0.75%"
"Oct 26, 2009","8.239","8.239","8.239","8.239","0.00%"
"Oct 23, 2009","8.239","8.239","8.239","8.239","0.01%"
"Oct 22, 2009","8.238","8.238","8.238","8.238","-0.16%"
"Oct 21, 2009","8.251","8.251","8.251","8.251","-0.98%"
"Oct 20, 2009","8.333","8.333","8.333","8.333","-0.14%"
"Oct 16, 2009","8.345","8.345","8.345","8.345","4.51%"
"Oct 15, 2009","7.985","7.985","7.985","7.985","0.15%"
"Oct 14, 2009","7.973","7.973","7.973","7.973","0.31%"
"Oct 12, 2009","7.948","7.948","7.948","7.948","0.53%"
"Oct 09, 2009","7.906","7.906","7.906","7.906","0.61%"
"Oct 08, 2009","7.858","7.858","7.858","7.858","-0.15%"
"Oct 07, 2009","7.870","7.870","7.870","7.870","0.38%"
"Oct 06, 2009","7.840","7.840","7.840","7.840","0.84%"
"Oct 05, 2009","7.775","7.775","7.775","7.775","-0.45%"
"Oct 01, 2009","7.810","7.810","7.810","7.810","0.31%"
"Sep 29, 2009","7.786","7.786","7.786","7.786","0.00%"
"Sep 25, 2009","7.786","7.786","7.786","7.786","-0.23%"
"Sep 24, 2009","7.804","7.804","7.804","7.804","0.08%"
"Sep 23, 2009","7.798","7.798","7.798","7.798","-2.24%"
"Sep 22, 2009","7.977","7.977","7.977","7.977","0.30%"
"Sep 18, 2009","7.953","7.953","7.953","7.953","0.23%"
"Sep 17, 2009","7.935","7.935","7.935","7.935","0.53%"
"Sep 16, 2009","7.893","7.893","7.893","7.893","-0.15%"
"Sep 15, 2009","7.905","7.905","7.905","7.905","-0.93%"
"Sep 14, 2009","7.979","7.979","7.979","7.979","-1.32%"
"Sep 11, 2009","8.086","8.086","8.086","8.086","0.46%"
"Sep 10, 2009","8.049","8.049","8.049","8.049","0.75%"
"Sep 09, 2009","7.989","7.989","7.989","7.989","0.00%"
"Sep 08, 2009","7.989","7.989","7.989","7.989","0.85%"
"Sep 07, 2009","7.922","7.922","7.922","7.922","-1.36%"
"Sep 04, 2009","8.031","8.031","8.031","8.031","-0.22%"
"Sep 03, 2009","8.049","8.049","8.049","8.049","0.76%"
"Sep 02, 2009","7.988","7.988","7.988","7.988","-0.61%"
"Sep 01, 2009","8.037","8.037","8.037","8.037","0.00%"
"Aug 31, 2009","8.037","8.037","8.037","8.037","0.80%"
"Aug 28, 2009","7.973","7.973","7.973","7.973","1.03%"
"Aug 27, 2009","7.892","7.892","7.892","7.892","1.08%"
"Aug 26, 2009","7.808","7.808","7.808","7.808","-1.21%"
"Aug 25, 2009","7.904","7.904","7.904","7.904","0.23%"
"Aug 24, 2009","7.886","7.886","7.886","7.886","-0.67%"
"Aug 21, 2009","7.939","7.939","7.939","7.939","1.06%"
"Aug 20, 2009","7.856","7.856","7.856","7.856","-0.06%"
"Aug 18, 2009","7.861","7.861","7.861","7.861","0.45%"
"Aug 17, 2009","7.826","7.826","7.826","7.826","0.68%"
"Aug 14, 2009","7.773","7.773","7.773","7.773","1.69%"
"Aug 13, 2009","7.644","7.644","7.644","7.644","0.22%"
"Aug 12, 2009","7.627","7.627","7.627","7.627","0.00%"
"Aug 11, 2009","7.627","7.627","7.627","7.627","-0.30%"
"Aug 10, 2009","7.650","7.650","7.650","7.650","0.64%"
"Aug 07, 2009","7.601","7.601","7.601","7.601","0.04%"
"Aug 06, 2009","7.598","7.598","7.598","7.598","0.38%"
"Aug 05, 2009","7.569","7.569","7.569","7.569","0.61%"
"Aug 04, 2009","7.523","7.523","7.523","7.523","0.23%"
"Aug 03, 2009","7.506","7.506","7.506","7.506","0.75%"
"Jul 31, 2009","7.450","7.450","7.450","7.450","0.34%"
"Jul 30, 2009","7.425","7.425","7.425","7.425","0.12%"
"Jul 29, 2009","7.416","7.416","7.416","7.416","-0.23%"
"Jul 28, 2009","7.433","7.433","7.433","7.433","-0.31%"
"Jul 27, 2009","7.456","7.456","7.456","7.456","0.46%"
"Jul 24, 2009","7.422","7.422","7.422","7.422","0.15%"
"Jul 23, 2009","7.411","7.411","7.411","7.411","-0.15%"
"Jul 22, 2009","7.422","7.422","7.422","7.422","-0.15%"
"Jul 21, 2009","7.433","7.433","7.433","7.433","0.15%"
"Jul 20, 2009","7.422","7.422","7.422","7.422","0.38%"
"Jul 17, 2009","7.394","7.394","7.394","7.394","-0.24%"
"Jul 16, 2009","7.412","7.412","7.412","7.412","-0.36%"
"Jul 15, 2009","7.439","7.439","7.439","7.439","0.08%"
"Jul 14, 2009","7.433","7.433","7.433","7.433","0.27%"
"Jul 13, 2009","7.413","7.413","7.413","7.413","-0.35%"
"Jul 10, 2009","7.439","7.439","7.439","7.439","0.38%"
"Jul 09, 2009","7.411","7.411","7.411","7.411","0.00%"
"Jul 08, 2009","7.411","7.411","7.411","7.411","-0.42%"
"Jul 07, 2009","7.442","7.442","7.442","7.442","0.19%"
"Jul 06, 2009","7.428","7.428","7.428","7.428","-0.62%"
"Jul 03, 2009","7.474","7.474","7.474","7.474","-0.33%"
"Jul 02, 2009","7.499","7.499","7.499","7.499","-1.00%"
"Jul 01, 2009","7.575","7.575","7.575","7.575","-0.17%"
"Jun 30, 2009","7.588","7.588","7.588","7.588","-0.50%"
"Jun 29, 2009","7.626","7.626","7.626","7.626","-0.17%"
"Jun 26, 2009","7.639","7.639","7.639","7.639","-0.16%"
"Jun 25, 2009","7.651","7.651","7.651","7.651","0.42%"
"Jun 24, 2009","7.619","7.619","7.619","7.619","-0.25%"
"Jun 23, 2009","7.638","7.638","7.638","7.638","-0.16%"
"Jun 22, 2009","7.650","7.650","7.650","7.650","0.50%"
"Jun 19, 2009","7.612","7.612","7.612","7.612","0.44%"
"Jun 18, 2009","7.579","7.579","7.579","7.579","-0.51%"
"Jun 17, 2009","7.618","7.618","7.618","7.618","-0.74%"
"Jun 16, 2009","7.675","7.675","7.675","7.675","0.00%"
"Jun 15, 2009","7.675","7.675","7.675","7.675","-0.34%"
"Jun 12, 2009","7.701","7.701","7.701","7.701","0.35%"
"Jun 11, 2009","7.674","7.674","7.674","7.674","0.17%"
"Jun 10, 2009","7.661","7.661","7.661","7.661","1.18%"
"Jun 09, 2009","7.572","7.572","7.572","7.572","-0.33%"
"Jun 08, 2009","7.597","7.597","7.597","7.597","0.85%"
"Jun 05, 2009","7.533","7.533","7.533","7.533","0.84%"
"Jun 04, 2009","7.470","7.470","7.470","7.470","0.17%"
"Jun 03, 2009","7.457","7.457","7.457","7.457","-0.33%"
"Jun 02, 2009","7.482","7.482","7.482","7.482","0.16%"
"Jun 01, 2009","7.470","7.470","7.470","7.470","-0.08%"
"May 29, 2009","7.476","7.476","7.476","7.476","-0.24%"
"May 28, 2009","7.494","7.494","7.494","7.494","0.85%"
"May 27, 2009","7.431","7.431","7.431","7.431","1.18%"
"May 26, 2009","7.344","7.344","7.344","7.344","-0.18%"
"May 25, 2009","7.357","7.357","7.357","7.357","1.03%"
"May 22, 2009","7.282","7.282","7.282","7.282","0.00%"
"May 21, 2009","7.282","7.282","7.282","7.282","0.33%"
"May 20, 2009","7.258","7.258","7.258","7.258","0.01%"
"May 19, 2009","7.257","7.257","7.257","7.257","1.52%"
"May 18, 2009","7.148","7.148","7.148","7.148","-2.00%"
"May 15, 2009","7.294","7.294","7.294","7.294","-0.33%"
"May 14, 2009","7.318","7.318","7.318","7.318","1.36%"
"May 13, 2009","7.220","7.220","7.220","7.220","0.00%"
"May 12, 2009","7.220","7.220","7.220","7.220","1.19%"
"May 11, 2009","7.135","7.135","7.135","7.135","0.00%"
"May 08, 2009","7.135","7.135","7.135","7.135","2.40%"
"May 07, 2009","6.968","6.968","6.968","6.968","1.19%"
"May 06, 2009","6.886","6.886","6.886","6.886","-1.35%"
"May 05, 2009","6.980","6.980","6.980","6.980","-0.84%"
"May 04, 2009","7.039","7.039","7.039","7.039","1.88%"
"Apr 29, 2009","6.909","6.909","6.909","6.909","0.77%"
"Apr 28, 2009","6.856","6.856","6.856","6.856","0.85%"
"Apr 27, 2009","6.798","6.798","6.798","6.798","-0.18%"
"Apr 24, 2009","6.810","6.810","6.810","6.810","-2.42%"
"Apr 23, 2009","6.979","6.979","6.979","6.979","0.33%"
"Apr 22, 2009","6.956","6.956","6.956","6.956","-0.67%"
"Apr 21, 2009","7.003","7.003","7.003","7.003","-2.41%"
"Apr 20, 2009","7.176","7.176","7.176","7.176","-0.25%"
"Apr 17, 2009","7.194","7.194","7.194","7.194","-0.66%"
"Apr 16, 2009","7.242","7.242","7.242","7.242","-1.83%"
"Apr 15, 2009","7.377","7.377","7.377","7.377","-1.32%"
"Apr 13, 2009","7.476","7.476","7.476","7.476","0.58%"
"Apr 09, 2009","7.433","7.433","7.433","7.433","-1.65%"
"Apr 08, 2009","7.558","7.558","7.558","7.558","-0.74%"
"Apr 06, 2009","7.614","7.614","7.614","7.614","-1.16%"
"Apr 02, 2009","7.703","7.703","7.703","7.703","-0.32%"
"Mar 31, 2009","7.728","7.728","7.728","7.728","-0.46%"
"Mar 30, 2009","7.764","7.764","7.764","7.764","0.14%"
"Mar 26, 2009","7.753","7.753","7.753","7.753","1.35%"
"Mar 25, 2009","7.650","7.650","7.650","7.650","0.67%"
"Mar 24, 2009","7.599","7.599","7.599","7.599","-0.50%"
"Mar 23, 2009","7.637","7.637","7.637","7.637","1.26%"
"Mar 20, 2009","7.542","7.542","7.542","7.542","-1.00%"
"Mar 19, 2009","7.618","7.618","7.618","7.618","0.62%"
"Mar 18, 2009","7.571","7.571","7.571","7.571","-1.23%"
"Mar 17, 2009","7.665","7.665","7.665","7.665","0.78%"
"Mar 16, 2009","7.606","7.606","7.606","7.606","-3.90%"
"Mar 13, 2009","7.915","7.915","7.915","7.915","-0.30%"
"Mar 12, 2009","7.939","7.939","7.939","7.939","4.13%"
"Mar 09, 2009","7.624","7.624","7.624","7.624","1.61%"
"Mar 06, 2009","7.503","7.503","7.503","7.503","1.56%"
"Mar 05, 2009","7.388","7.388","7.388","7.388","0.46%"
"Mar 04, 2009","7.354","7.354","7.354","7.354","0.92%"
"Mar 03, 2009","7.287","7.287","7.287","7.287","0.93%"
"Mar 02, 2009","7.220","7.220","7.220","7.220","-0.07%"
"Feb 27, 2009","7.225","7.225","7.225","7.225","-1.01%"
"Feb 26, 2009","7.299","7.299","7.299","7.299","-2.50%"
"Feb 25, 2009","7.486","7.486","7.486","7.486","0.46%"
"Feb 24, 2009","7.452","7.452","7.452","7.452","6.44%"
"Feb 19, 2009","7.001","7.001","7.001","7.001","-0.62%"
"Feb 18, 2009","7.045","7.045","7.045","7.045","-0.93%"
"Feb 17, 2009","7.111","7.111","7.111","7.111","0.78%"
"Feb 16, 2009","7.056","7.056","7.056","7.056","1.41%"
"Feb 13, 2009","6.958","6.958","6.958","6.958","0.14%"
"Feb 12, 2009","6.948","6.948","6.948","6.948","-2.15%"
"Feb 11, 2009","7.101","7.101","7.101","7.101","0.47%"
"Feb 10, 2009","7.068","7.068","7.068","7.068","2.04%"
"Feb 09, 2009","6.927","6.927","6.927","6.927","0.46%"
"Feb 06, 2009","6.895","6.895","6.895","6.895","-1.39%"
"Feb 05, 2009","6.992","6.992","6.992","6.992","0.46%"
"Feb 04, 2009","6.960","6.960","6.960","6.960","0.39%"
"Feb 03, 2009","6.933","6.933","6.933","6.933","1.57%"
"Feb 02, 2009","6.826","6.826","6.826","6.826","-0.48%"
"Jan 30, 2009","6.859","6.859","6.859","6.859","0.23%"
"Jan 29, 2009","6.843","6.843","6.843","6.843","-0.23%"
"Jan 28, 2009","6.859","6.859","6.859","6.859","-0.55%"
"Jan 27, 2009","6.897","6.897","6.897","6.897","1.65%"
"Jan 23, 2009","6.785","6.785","6.785","6.785","-0.95%"
"Jan 22, 2009","6.850","6.850","6.850","6.850","0.71%"
"Jan 21, 2009","6.802","6.802","6.802","6.802","-0.47%"
"Jan 20, 2009","6.834","6.834","6.834","6.834","2.20%"
"Jan 19, 2009","6.687","6.687","6.687","6.687","0.56%"
"Jan 16, 2009","6.650","6.650","6.650","6.650","0.45%"
"Jan 15, 2009","6.620","6.620","6.620","6.620","-1.47%"
"Jan 14, 2009","6.719","6.719","6.719","6.719","-1.55%"
"Jan 13, 2009","6.825","6.825","6.825","6.825","0.63%"
"Jan 12, 2009","6.782","6.782","6.782","6.782","-2.46%"
"Jan 09, 2009","6.953","6.953","6.953","6.953","2.82%"
"Jan 07, 2009","6.762","6.762","6.762","6.762","9.74%"
"Jan 06, 2009","6.162","6.162","6.162","6.162","2.58%"
"Jan 05, 2009","6.007","6.007","6.007","6.007","2.28%"
"Jan 02, 2009","5.873","5.873","5.873","5.873","-2.49%"
"Jan 01, 2009","6.023","6.023","6.023","6.023","0.40%"
"Dec 31, 2008","5.999","5.999","5.999","5.999","-0.12%"
"Dec 30, 2008","6.006","6.006","6.006","6.006","-3.35%"
"Dec 29, 2008","6.214","6.214","6.214","6.214","-0.64%"
"Dec 26, 2008","6.254","6.254","6.254","6.254","0.71%"
"Dec 24, 2008","6.210","6.210","6.210","6.210","-1.27%"
"Dec 23, 2008","6.290","6.290","6.290","6.290","1.35%"
"Dec 22, 2008","6.206","6.206","6.206","6.206","1.60%"
"Dec 19, 2008","6.108","6.108","6.108","6.108","-0.49%"
"Dec 18, 2008","6.138","6.138","6.138","6.138","-2.04%"
"Dec 17, 2008","6.266","6.266","6.266","6.266","-2.88%"
"Dec 16, 2008","6.452","6.452","6.452","6.452","-2.17%"
"Dec 15, 2008","6.595","6.595","6.595","6.595","-1.09%"
"Dec 12, 2008","6.668","6.668","6.668","6.668","-4.47%"
"Dec 11, 2008","6.980","6.980","6.980","6.980","-1.91%"
"Dec 10, 2008","7.116","7.116","7.116","7.116","-1.14%"
"Dec 08, 2008","7.198","7.198","7.198","7.198","-0.39%"
"Dec 05, 2008","7.226","7.226","7.226","7.226","-1.15%"
"Dec 04, 2008","7.310","7.310","7.310","7.310","1.61%"
